date,time,hospital_id,hospital_name,emirate,hospital_type,day_of_week,is_weekend,is_public_holiday,month,day_of_year,temperature_C,humidity_pct,expected_visits,daily_ER_visits,critical_cases,prev_day_visits,ma_7,ma_14,dow_num,day_sin,day_cos,lag_1,lag_2,lag_3,lag_7,lag_14,is_holiday,days_since_hol,days_to_next_hol
2022-04-26,01:08:30,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,4,116,22.6,36.6,150.9,361,24,157,159.28571428571428,148.64285714285714,1,0.9111686353326631,-0.41203363695942635,157.0,155.0,150.0,46.0,175.0,0,115,220
2022-04-27,12:45:31,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,4,117,22.9,39.2,151.3,218,4,361,165.14285714285714,157.64285714285714,2,0.9039461929224011,-0.42764620926777464,361.0,157.0,155.0,177.0,92.0,0,116,219
2022-04-28,10:38:32,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,4,118,21.6,43.8,147.9,151,8,218,175.28571428571428,162.28571428571428,3,0.8964562582905575,-0.44313223418263453,218.0,361.0,157.0,80.0,86.0,0,117,218
2022-04-29,13:27:12,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,4,119,20.4,31.2,162.0,225,10,151,202.42857142857142,169.35714285714286,4,0.8887010478292915,-0.45848712914008766,151.0,218.0,361.0,35.0,126.0,0,118,217
2022-04-30,12:44:56,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,4,120,21.9,37.2,166.0,28,0,225,185.0,148.28571428571428,5,0.8806828564301475,-0.47370635037968,225.0,151.0,218.0,150.0,323.0,0,119,216
2022-05-01,18:06:36,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,5,121,22.5,46.7,167.6,229,17,28,195.57142857142858,159.07142857142858,6,0.8724040568049612,-0.48878539428899265,28.0,225.0,151.0,155.0,78.0,0,120,215
2022-05-02,11:02:07,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,5,122,21.7,32.3,147.5,119,6,229,190.14285714285714,152.21428571428572,0,0.8638670987837349,-0.503719798736334,229.0,28.0,225.0,157.0,215.0,0,121,214
2022-05-03,11:01:52,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,5,123,24.4,40.2,154.2,261,6,119,175.85714285714286,167.57142857142858,1,0.8550745085896932,-0.518505144391157,119.0,229.0,28.0,361.0,46.0,0,122,213
2022-05-04,11:56:21,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,5,124,23.6,43.8,151.8,56,6,261,152.71428571428572,158.92857142857142,2,0.8460288880917339,-0.533137056031809,261.0,119.0,229.0,218.0,177.0,0,123,212
2022-05-05,19:23:46,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,5,125,23.0,53.5,150.3,83,6,56,143.0,159.14285714285714,3,0.8367329140344921,-0.5476112038402312,56.0,261.0,119.0,151.0,80.0,0,124,211
2022-05-06,21:38:44,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,5,126,19.3,36.6,157.6,181,11,83,136.71428571428572,169.57142857142858,4,0.8271893372462497,-0.5619233046832195,83.0,56.0,261.0,225.0,35.0,0,125,210
2022-05-07,13:17:38,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,5,127,24.0,42.2,170.6,133,10,181,151.71428571428572,168.35714285714286,5,0.8174009818249189,-0.5760691233798758,181.0,83.0,56.0,28.0,150.0,0,126,209
2022-05-08,18:32:15,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,5,128,23.5,39.1,169.1,112,9,133,135.0,165.28571428571428,6,0.8073707443023492,-0.5900444739548627,133.0,181.0,83.0,229.0,155.0,0,127,208
2022-05-09,11:39:54,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,5,129,21.7,29.3,146.2,31,0,112,122.42857142857143,156.28571428571428,0,0.7971015927871943,-0.6038452208771035,112.0,133.0,181.0,119.0,157.0,0,128,207
2022-05-10,21:30:35,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,5,130,22.4,37.1,147.7,72,5,31,95.42857142857143,135.64285714285714,1,0.7865965660866021,-0.6174672802835514,31.0,112.0,133.0,261.0,361.0,0,129,206
2022-05-11,19:21:27,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,5,131,20.6,34.0,143.0,134,7,72,106.57142857142857,129.64285714285714,2,0.7758587728069828,-0.6309066211876704,72.0,31.0,112.0,56.0,218.0,0,130,205
2022-05-12,13:12:33,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,5,132,24.6,43.1,152.8,143,9,134,115.14285714285714,129.07142857142858,3,0.7648913904341226,-0.6441592666722685,134.0,72.0,31.0,83.0,151.0,0,131,204
2022-05-13,20:21:30,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,5,133,26.2,39.2,175.4,265,12,143,127.14285714285714,131.92857142857142,4,0.753697664392914,-0.6572212950663319,143.0,134.0,72.0,181.0,225.0,0,132,203
2022-05-14,11:06:54,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,5,134,19.3,41.6,155.8,88,2,265,120.71428571428571,136.21428571428572,5,0.742280907086982,-0.6700888411055113,265.0,143.0,134.0,133.0,28.0,0,133,202
2022-05-15,20:56:16,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,5,135,23.4,30.5,166.9,120,8,88,121.85714285714286,128.42857142857142,6,0.7306444969184916,-0.6827580970759147,88.0,265.0,143.0,112.0,229.0,0,134,201
2022-05-16,11:17:02,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,5,136,20.2,32.8,140.9,406,18,120,175.42857142857142,148.92857142857142,0,0.7187918772884232,-0.6952253139408722,120.0,88.0,265.0,31.0,119.0,0,135,200
2022-05-17,10:48:46,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,5,137,23.4,28.9,148.6,132,7,406,184.0,139.71428571428572,1,0.7067265555776158,-0.7074868024503348,406.0,120.0,88.0,72.0,261.0,0,136,199
2022-05-18,13:02:04,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,5,138,22.9,37.7,147.2,97,9,132,178.71428571428572,142.64285714285714,2,0.6944521021088763,-0.719538934232584,132.0,406.0,120.0,134.0,56.0,0,137,198
2022-05-19,10:37:47,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,5,139,22.4,38.1,145.8,117,6,97,175.0,145.07142857142858,3,0.6819721490904629,-0.7313781428679254,97.0,132.0,406.0,143.0,83.0,0,138,197
2022-05-20,20:12:04,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,5,140,25.4,39.1,171.1,161,9,117,160.14285714285714,143.64285714285714,4,0.6692903895412567,-0.7430009249440493,117.0,97.0,132.0,265.0,181.0,0,139,196
2022-05-21,10:55:26,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,5,141,23.6,44.2,165.9,194,14,161,175.28571428571428,148.0,5,0.6564105761979381,-0.7544038410927472,161.0,117.0,97.0,88.0,133.0,0,140,195
2022-05-22,13:06:51,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,5,142,22.5,42.9,162.5,217,9,194,189.14285714285714,155.5,6,0.6433365204044917,-0.765583517007675,194.0,161.0,117.0,120.0,112.0,0,141,194
2022-05-23,12:16:02,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,5,143,22.8,40.4,145.5,46,5,217,137.71428571428572,156.57142857142858,0,0.6300720909843687,-0.7765366444428655,217.0,194.0,161.0,406.0,31.0,0,142,193
2022-05-24,11:04:23,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,5,144,24.4,35.2,149.2,139,3,46,138.71428571428572,161.35714285714286,1,0.6166212130956382,-0.7872599821916922,46.0,217.0,194.0,132.0,72.0,0,143,192
2022-05-25,21:06:24,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,5,145,23.0,37.8,145.5,68,1,139,134.57142857142858,156.64285714285714,2,0.6029878670694714,-0.7977503570459932,139.0,46.0,217.0,97.0,134.0,0,144,191
2022-05-26,22:24:01,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,5,146,24.5,31.6,148.8,200,10,68,146.42857142857142,160.71428571428572,3,0.5891760872322963,-0.8080046647350754,68.0,139.0,46.0,117.0,143.0,0,145,190
2022-05-27,11:48:05,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,5,147,25.1,36.3,168.0,366,24,200,175.71428571428572,167.92857142857142,4,0.5751899607119775,-0.8180198708443175,200.0,68.0,139.0,161.0,265.0,0,146,189
2022-05-28,10:29:20,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,5,148,23.4,31.1,163.2,78,6,366,159.14285714285714,167.21428571428572,5,0.5610336262283677,-0.8277930117131022,366.0,200.0,68.0,194.0,88.0,0,147,188
2022-05-29,09:35:44,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,5,149,22.4,29.7,160.0,135,3,78,147.42857142857142,168.28571428571428,6,0.5467112728685939,-0.8373211953118121,78.0,366.0,200.0,217.0,120.0,0,148,187
2022-05-30,23:36:05,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,5,150,24.8,46.1,148.4,76,6,135,151.71428571428572,144.71428571428572,0,0.5322271388474397,-0.8466016020976267,135.0,78.0,366.0,46.0,406.0,0,149,186
2022-05-31,13:46:02,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,5,151,23.1,46.9,144.0,75,4,76,142.57142857142858,140.64285714285714,1,0.5175855102531889,-0.8556314858488706,76.0,135.0,78.0,139.0,132.0,0,150,185
2022-06-01,20:51:11,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,6,152,22.5,33.0,142.2,85,6,75,145.0,139.78571428571428,2,0.5027907197793043,-0.8644081744776648,75.0,76.0,135.0,68.0,97.0,0,151,184
2022-06-02,20:32:49,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,6,153,24.1,39.3,145.9,127,5,85,134.57142857142858,140.5,3,0.4878471454423119,-0.8729290708206411,85.0,75.0,76.0,200.0,117.0,0,152,183
2022-06-03,10:06:05,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,6,154,24.8,32.2,164.9,212,13,127,112.57142857142857,144.14285714285714,4,0.47275920928627757,-0.881191653407483,127.0,85.0,75.0,366.0,161.0,0,153,182
2022-06-04,21:02:37,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,6,155,23.5,28.9,161.0,343,24,212,150.42857142857142,154.78571428571428,5,0.4575313760742512,-0.8891934772070711,212.0,127.0,85.0,78.0,194.0,0,154,181
2022-06-05,10:28:36,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,6,156,25.2,42.3,165.1,126,13,343,149.14285714285714,148.28571428571428,6,0.44216815196707204,-0.8969321743510065,343.0,212.0,127.0,135.0,217.0,0,155,180
2022-06-06,10:07:31,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,6,157,24.3,24.5,145.1,93,4,126,151.57142857142858,151.64285714285714,0,0.42667408318992467,-0.9044054548343001,126.0,343.0,212.0,76.0,46.0,0,156,179
2022-06-07,19:19:23,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,6,158,24.7,52.6,145.6,275,9,93,180.14285714285714,161.35714285714286,1,0.4110537546870351,-0.9116111071930239,93.0,126.0,343.0,75.0,139.0,0,157,178
2022-06-08,00:09:18,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,6,159,26.1,37.2,148.7,96,5,275,181.71428571428572,163.35714285714286,2,0.3953117887649151,-0.9185469991587165,275.0,93.0,126.0,85.0,68.0,0,158,177
2022-06-09,19:54:37,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,6,160,25.0,33.2,145.7,6,0,96,164.42857142857142,149.5,3,0.37945284372454435,-0.925211078289358,96.0,275.0,93.0,127.0,200.0,0,159,176
2022-06-10,20:06:17,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,6,161,24.3,37.6,161.0,86,2,6,146.42857142857142,129.5,4,0.36348161248290634,-0.9316013725767187,6.0,96.0,275.0,212.0,366.0,0,160,175
2022-06-11,10:23:15,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,6,162,23.1,37.4,157.4,265,16,86,135.28571428571428,142.85714285714286,5,0.3474028211842774,-0.9377159910299093,86.0,6.0,96.0,343.0,78.0,0,161,174
2022-06-12,12:00:21,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,6,163,23.7,46.0,158.8,42,2,265,123.28571428571429,136.21428571428572,6,0.3312212278016865,-0.9435531242349544,265.0,86.0,6.0,126.0,135.0,0,162,173
2022-06-13,11:30:50,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,6,164,27.5,39.4,150.3,235,8,42,143.57142857142858,147.57142857142858,0,0.31494162072895193,-0.9491110448902284,42.0,265.0,86.0,93.0,76.0,0,163,172
2022-06-14,19:16:27,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,6,165,24.1,37.9,142.0,120,9,235,121.42857142857143,150.78571428571428,1,0.2985688173637202,-0.9543881083175908,235.0,42.0,265.0,275.0,75.0,0,164,171
2022-06-15,10:05:47,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,6,166,26.3,37.6,146.8,157,8,120,130.14285714285714,155.92857142857142,2,0.2821076626819194,-0.9593827529490743,120.0,235.0,42.0,96.0,85.0,0,165,170
2022-06-16,20:08:54,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,6,167,24.3,42.0,141.6,135,8,157,148.57142857142858,156.5,3,0.26556302780405594,-0.9640935007889755,157.0,120.0,235.0,6.0,127.0,0,166,169
2022-06-17,11:32:02,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,6,168,24.2,41.7,157.9,194,11,135,164.0,155.21428571428572,4,0.24893980855376657,-0.9685189578512204,135.0,157.0,120.0,86.0,212.0,0,167,168
2022-06-18,10:59:40,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,6,169,24.9,47.0,159.6,148,10,194,147.28571428571428,141.28571428571428,5,0.23224292400907015,-0.9726578145718654,194.0,135.0,157.0,265.0,343.0,0,168,167
2022-06-19,20:09:15,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,6,170,25.6,44.2,161.0,157,6,148,163.71428571428572,143.5,6,0.21547731504673012,-0.976508846196619,148.0,194.0,135.0,42.0,126.0,0,169,166
2022-06-20,12:42:23,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,6,171,27.8,43.4,148.4,66,4,157,139.57142857142858,141.57142857142858,0,0.19864794288017112,-0.9800709131432666,157.0,148.0,194.0,235.0,93.0,0,170,165
2022-06-21,20:10:12,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,6,172,24.3,38.3,139.9,169,10,66,146.57142857142858,134.0,1,0.18175978759137534,-0.9833429613388902,66.0,157.0,148.0,120.0,275.0,0,171,164
2022-06-22,13:53:25,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,6,173,28.8,53.2,150.0,93,7,169,137.42857142857142,133.78571428571428,2,0.16481784665719793,-0.9863240225317866,169.0,66.0,157.0,157.0,96.0,0,172,163
2022-06-23,18:48:12,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,6,174,25.1,43.1,141.1,110,7,93,133.85714285714286,141.21428571428572,3,0.14782713347053048,-0.9890132145779883,93.0,169.0,66.0,135.0,6.0,0,173,162
2022-06-24,21:10:00,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,6,175,26.5,50.1,161.3,200,16,110,134.71428571428572,149.35714285714286,4,0.13079267585675922,-0.9914097417023038,110.0,93.0,169.0,194.0,86.0,0,174,161
2022-06-25,19:59:43,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,6,176,25.6,51.2,158.4,453,29,200,178.28571428571428,162.78571428571428,5,0.11371951458594969,-0.9935128947338007,200.0,110.0,93.0,148.0,265.0,0,175,160
2022-06-26,11:51:01,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,6,177,28.5,45.2,165.5,250,26,453,191.57142857142858,177.64285714285714,6,0.0966127018812031,-0.9953220513156602,453.0,200.0,110.0,157.0,42.0,0,176,159
2022-06-27,19:00:02,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,6,178,26.8,39.9,143.5,250,18,250,217.85714285714286,178.71428571428572,0,0.07947729992362097,-0.9968366760893436,250.0,453.0,200.0,66.0,235.0,0,177,158
2022-06-28,15:59:14,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,6,179,28.1,38.1,146.0,227,10,250,226.14285714285714,186.35714285714286,1,0.062318379354325076,-0.998056320853012,250.0,250.0,453.0,169.0,120.0,0,178,157
2022-06-29,20:31:34,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,6,180,26.7,37.1,142.5,43,2,227,219.0,178.21428571428572,2,0.04514101777397193,-0.9989806246941579,227.0,250.0,250.0,93.0,157.0,0,179,156
2022-06-30,12:33:38,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,6,181,28.8,51.3,147.0,263,15,43,240.85714285714286,187.35714285714286,3,0.02795029824021032,-0.999609314096404,43.0,227.0,250.0,110.0,135.0,0,180,155
2022-07-01,02:22:54,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,7,182,29.6,50.6,166.0,314,23,263,257.14285714285717,195.92857142857142,4,0.01075130776352193,-0.9999422030204416,263.0,43.0,227.0,200.0,194.0,0,181,154
2022-07-02,11:18:28,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,7,183,26.6,58.7,158.1,110,3,314,208.14285714285714,193.21428571428572,5,-0.00645086419810515,-0.9999791929590823,314.0,263.0,43.0,453.0,148.0,0,182,153
2022-07-03,21:11:03,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,7,184,29.7,34.0,165.5,213,15,110,202.85714285714286,197.21428571428572,6,-0.023651127245231586,-0.9997202729664083,110.0,314.0,263.0,250.0,157.0,0,183,152
2022-07-04,12:14:20,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,7,185,27.8,42.4,143.2,222,19,213,198.85714285714286,208.35714285714286,0,-0.04084439154329611,-0.9991655196610109,213.0,110.0,314.0,250.0,66.0,0,184,151
2022-07-05,12:41:18,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,7,186,28.3,42.8,143.9,137,9,222,186.0,206.07142857142858,1,-0.05802556932878035,-0.9983150972033183,222.0,213.0,110.0,227.0,169.0,0,185,150
2022-07-06,14:50:03,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,7,187,31.5,55.0,150.6,207,10,137,209.42857142857142,214.21428571428572,2,-0.07518957641475855,-0.9971692572470178,137.0,222.0,213.0,43.0,93.0,0,186,149
2022-07-07,04:25:08,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,7,188,27.2,51.1,140.8,128,6,207,190.14285714285714,215.5,3,-0.09233133369539122,-0.9957283388645872,207.0,137.0,222.0,263.0,110.0,0,187,148
2022-07-08,19:30:05,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,7,189,29.9,40.7,163.9,520,35,128,219.57142857142858,238.35714285714286,4,-0.10944576864891556,-0.993992768446958,128.0,207.0,137.0,314.0,200.0,0,188,147
2022-07-09,21:05:18,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,7,190,27.7,42.3,158.1,103,6,520,218.57142857142858,213.35714285714286,5,-0.12652781683868314,-0.9919630595773397,520.0,128.0,207.0,110.0,453.0,0,189,146
2022-07-10,21:04:48,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,7,191,30.2,49.2,163.7,229,15,103,220.85714285714286,211.85714285714286,6,-0.1435724234118113,-0.9896398128792412,103.0,520.0,128.0,213.0,250.0,0,190,145
2022-07-11,15:53:12,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,7,192,28.9,53.3,142.9,267,16,229,227.28571428571428,213.07142857142858,0,-0.16057454459499376,-0.9870237158387383,229.0,103.0,520.0,222.0,250.0,0,191,144
2022-07-12,22:46:32,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,7,193,28.3,58.5,141.3,261,10,267,245.0,215.5,1,-0.17752914918703497,-0.984115542601034,267.0,229.0,103.0,137.0,227.0,0,192,143
2022-07-13,11:17:17,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,7,194,28.1,47.4,140.4,69,5,261,225.28571428571428,217.35714285714286,2,-0.19443122004766195,-0.9809161537413774,261.0,267.0,229.0,207.0,43.0,0,193,142
2022-07-14,13:11:38,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,7,195,30.2,46.9,144.6,206,18,69,236.42857142857142,213.28571428571428,3,-0.2112757555821793,-0.9774264960104055,69.0,261.0,267.0,128.0,263.0,0,194,141
2022-07-15,10:06:14,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,7,196,30.7,53.4,162.8,140,9,206,182.14285714285714,200.85714285714286,4,-0.2280577712215198,-0.9736476020539838,206.0,69.0,261.0,520.0,314.0,0,195,140
2022-07-16,21:47:43,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,7,197,27.8,45.2,155.3,196,16,140,195.42857142857142,207.0,5,-0.24477230089725957,-0.9695805901076308,140.0,206.0,69.0,103.0,110.0,0,196,139
2022-07-17,11:35:31,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,7,198,30.1,49.1,160.5,169,13,196,186.85714285714286,203.85714285714286,6,-0.2614143985111562,-0.965226663665613,196.0,140.0,206.0,229.0,213.0,0,197,138
2022-07-18,19:15:02,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,7,199,32.6,45.4,148.2,353,23,169,199.14285714285714,213.21428571428572,0,-0.2779791393987801,-0.9605871111248129,169.0,196.0,140.0,267.0,222.0,0,198,137
2022-07-19,19:10:22,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,7,200,29.8,47.2,141.8,35,1,353,166.85714285714286,205.92857142857142,1,-0.2944616217868012,-0.9556633054034704,353.0,169.0,196.0,261.0,137.0,0,199,136
2022-07-20,13:13:37,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,7,201,27.6,57.6,136.9,105,7,35,172.0,198.64285714285714,2,-0.3108569682435036,-0.9504567035349151,35.0,353.0,169.0,69.0,207.0,0,200,135
2022-07-21,11:39:52,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,7,202,30.6,48.7,142.8,242,12,105,177.14285714285714,206.78571428571428,3,-0.3271603271220951,-0.9449688462364056,105.0,35.0,353.0,206.0,128.0,0,201,134
2022-07-22,20:36:02,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,7,203,29.4,46.8,156.7,206,12,242,186.57142857142858,184.35714285714286,4,-0.34336687399638804,-0.939201357453208,242.0,105.0,35.0,140.0,520.0,0,202,133
2022-07-23,04:37:26,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,7,204,28.4,47.9,154.0,154,10,206,180.57142857142858,188.0,5,-0.3594718130884232,-0.9331559438780432,206.0,242.0,105.0,196.0,103.0,0,203,132
2022-07-24,05:31:53,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,7,205,29.2,48.8,155.5,234,19,154,189.85714285714286,188.35714285714286,6,-0.3754703786876202,-0.9268343944460494,154.0,206.0,242.0,169.0,229.0,0,204,131
2022-07-25,21:35:14,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,7,206,29.3,49.4,138.6,211,9,234,169.57142857142858,184.35714285714286,0,-0.3913578365610259,-0.9202385798054075,234.0,154.0,206.0,353.0,267.0,0,205,130
2022-07-26,11:20:45,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,7,207,32.4,53.5,144.9,90,3,211,177.42857142857142,172.14285714285714,1,-0.4071294853542516,-0.9133704517637858,211.0,234.0,154.0,35.0,261.0,0,206,129
2022-07-27,18:03:57,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,7,208,32.0,59.5,143.6,178,12,90,187.85714285714286,179.92857142857142,2,-0.4227806579826773,-0.9062320427107697,90.0,211.0,234.0,105.0,69.0,0,207,128
2022-07-28,20:05:31,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,7,209,30.1,54.2,139.2,90,6,178,166.14285714285714,171.64285714285714,3,-0.4383067230125192,-0.898825465016444,178.0,90.0,211.0,242.0,206.0,0,208,127
2022-07-29,12:21:07,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,7,210,33.7,55.3,164.0,397,40,90,193.42857142857142,190.0,4,-0.45370308603134424,-0.8911529104063088,90.0,178.0,90.0,206.0,140.0,0,209,126
2022-07-30,19:58:53,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Saturday,1,0,7,211,32.7,53.8,161.1,203,14,397,200.42857142857142,190.5,5,-0.46896519100763184,-0.8832166493127127,397.0,90.0,178.0,154.0,196.0,0,210,125
2022-07-31,11:26:06,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Sunday,1,0,7,212,31.6,59.1,158.2,187,9,203,193.71428571428572,191.78571428571428,6,-0.48408852163897587,-0.8750190302029955,203.0,397.0,90.0,234.0,169.0,0,211,124
2022-08-01,10:21:17,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Monday,0,0,8,213,32.4,53.3,142.7,240,18,187,197.85714285714286,183.71428571428572,0,-0.4990686026885319,-0.8665624788845385,187.0,203.0,397.0,211.0,353.0,0,212,123
2022-08-02,19:05:30,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Tuesday,0,0,8,214,32.7,51.2,143.0,115,10,240,201.42857142857142,189.42857142857142,1,-0.5139010013093103,-0.8578494977869301,240.0,187.0,203.0,90.0,35.0,0,213,122
2022-08-03,22:52:56,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Wednesday,0,0,8,215,34.7,48.6,146.6,361,24,115,227.57142857142858,207.71428571428572,2,-0.5285813283559292,-0.8488826652214553,115.0,240.0,187.0,178.0,105.0,0,214,121
2022-08-04,10:22:12,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Thursday,0,0,8,216,30.1,57.6,137.0,230,7,361,247.57142857142858,206.85714285714286,3,-0.5431052396834317,-0.8396646346181327,361.0,115.0,240.0,90.0,242.0,0,215,120
2022-08-05,12:26:44,3,Sheikh Khalifa Hospital,Abu Dhabi,Public,Friday,1,0,8,217,35.7,52.4,165.8,65,5,230,200.14285714285714,196.78571428571428,4,-0.5574684374327892,-0.8301981337405212,230.0,361.0,115.0,397.0,206.0,0,216,119
